x,y
5680.485804463315,885.2960088341206
5674.807381719334,835.6172452679195
5670.095683104927,785.8452383206227
5666.251469847444,735.9899170536178
5663.1919248062595,686.0918690920244
5660.836787533211,636.1479027782012
5658.36249849704,586.2072107024824
5655.012735804326,536.3230263507648
5650.209028066452,486.56312021367285
5642.086306895895,437.2578215145404
5621.827057048315,425.81104934748146
5624.6404922211095,475.7278774065817
5629.298642819582,525.4998057845387
5631.1143751983345,575.4685127889043
5631.861288216919,625.4617566033664
5632.265401663959,675.462611137782
5632.476779474698,725.4558998320082
5632.5580913117155,775.450855220668
5632.542451879414,825.4539093017164
5632.449786064493,875.4623652087703
5632.293130984181,925.4666435011895
5632.081492792734,975.458471816208
5631.82116829858,1025.4565515623526
5631.516759653588,1075.4607593681203
5631.171765247864,1125.4515098407562
5630.788473511357,1175.450409420695
5630.368682667962,1225.4428807588993
5629.913286769524,1275.448973593624
5629.422973853517,1325.4497377331022
5628.897757759831,1375.4460787892294
5628.337174350605,1425.4358408269454
5627.739944466226,1475.4394688648292
5627.104772492525,1525.4269866643172
5626.428981650447,1575.421643554486
5625.709265251479,1625.4213335136528
5624.941031598946,1675.4275987450535
5624.118352280881,1725.4188149765132
5623.232461320373,1775.3956489611476
5622.269818094593,1825.3989780746726
5621.211616198706,1875.3881789918896
5620.025251185666,1925.3768751831465
5618.6504666364235,1975.349300388164
5616.94303131709,2025.3275672158477
5614.252825048401,2075.253034962332
5613.0110634864395,2125.064876384844
5636.9945204230025,2168.339328320697
5664.002096103306,2210.381708470868
5686.948601267257,2254.795515677455
5706.216108943898,2300.9039129364864
5720.824466291253,2348.6890629686786
5727.75019893283,2398.1254707295448
5714.139235628405,2445.727753938234
5680.923278746355,2482.1644543156144
5633.149777002633,2484.229360550642
5598.151840734296,2448.877040253952
5578.726407309878,2403.595284620649
5574.805112298191,2353.7779544477216
5573.464544586837,2303.784948192537
5572.673097918276,2253.789952197578
5571.96887653866,2203.790234244858
5571.2648102560415,2153.8015281789485
5548.270121835871,2113.6271294874605
5511.849797165254,2079.3811525583733
5474.8470377988615,2045.7627710266122
5436.325861661025,2013.885707176736
5396.426557365249,1983.7522849942882
5355.2914175581045,1955.3352640256333
5313.045920243907,1928.5974430704384
5269.810494673463,1903.5017687373959
5225.671528192219,1879.9964981953167
5180.752324055101,1858.0544958588353
5135.127336886249,1837.6273676693181
5088.863913160546,1818.6703203163156
5042.022892293764,1801.142114041522
4994.707830106792,1785.0208123843538
4946.937627580429,1770.2586544332419
4898.774154620273,1756.827981364738
4850.275647201124,1744.7028614612664
4801.4627340057095,1733.851926647399
4752.386148503741,1724.2551719843736
4703.094017065985,1715.8942672166052
4653.6145212048905,1708.7502291508881
4603.9732591375305,1702.807402044093
4554.193667436168,1698.0534483841136
4504.315273068831,1694.4804118691227
4454.376456297846,1692.0819810521434
4404.3967313970115,1690.8532598240986
4354.394822477847,1690.7926763610512
4304.406977888641,1691.9013884374558
4254.469324029376,1694.1822254189976
4204.582361204875,1697.6426005596586
4154.80073595047,1702.2893868088722
4105.144053171947,1708.1340831249017
4055.650707246459,1715.1889044481868
4006.3427222558585,1723.470989444675
3957.2613218891247,1732.9974009569858
